transaction_id,transaction_date,area,property_type,price_aed,buyer_name,seller_name,size_sqft,bedrooms,transaction_type,registration_fee,broker_name,developer_name
da8e2e9b-6407-4060-a5d9-ac78315b501f,2023-09-11,Emirates Living,Plot,459100,Buyer_8177,Seller_9479,15794,,Sale,18364,Broker_353,
33cdeff1-de3e-4cf0-ac43-30359f616d56,2024-06-30,Jumeirah Lake Towers,Apartment,889452,Buyer_4608,Seller_1117,1081,6.0,Mortgage,35578,Broker_160,
b7fd74c6-6885-4912-9b8c-18aff21cb4bd,2022-11-27,Dubai Marina,Building,6984749,Buyer_4899,Seller_5562,16906,,Sale,279389,Broker_652,
9d28a445-0966-4082-a293-d8547e7f3d12,2023-07-04,Motor City,Villa,3123083,Buyer_4119,Seller_2545,1294,6.0,Lease,124923,Broker_462,
7a4d33ef-dcbe-4d88-b8a8-7d0530a98086,2025-03-27,Discovery Gardens,Building,6051765,Buyer_1993,Seller_7596,12118,,Sale,242070,Broker_354,
14dd000c-246c-4742-934a-d98096e27c6e,2024-10-04,Studio City,Office,957753,Buyer_5563,Seller_8579,9185,,Sale,38310,Broker_553,Developer_80
e6c51e6f-4074-4472-aff2-c25b66142785,2025-09-14,Jumeirah Village Circle,Apartment,925201,Buyer_2528,Seller_4872,1862,4.0,Lease,37008,Broker_592,
2b619365-2f27-4aa9-b9ec-228e10ec3253,2025-10-10,Jumeirah Beach Residence,Apartment,652196,Buyer_7396,Seller_5345,6923,4.0,Lease,26087,Broker_533,
fa9d99aa-9c75-42c7-a1fa-d62ce0177610,2024-12-01,Studio City,Plot,601442,Buyer_4111,Seller_5861,8133,,Sale,24057,Broker_693,Developer_17
716053e5-e517-4934-852f-77f000f70b81,2023-02-11,Jumeirah Lake Towers,Apartment,588079,Buyer_9238,Seller_9701,1789,1.0,Mortgage,23523,Broker_182,Developer_18
1d504c2c-5087-42be-bf2f-b3bcb3991ec8,2023-07-11,Downtown Dubai,Plot,1303273,Buyer_2964,Seller_5033,19970,,Mortgage,52130,Broker_140,
8e21d09d-bed1-4fc4-bc32-fd9023285dc7,2022-11-09,International City,Plot,554285,Buyer_6183,Seller_5272,7693,,Mortgage,22171,Broker_833,
60b382cd-5ec7-4392-ae9a-b363aa972c50,2024-02-08,City Walk,Office,949937,Buyer_8491,Seller_6180,3377,,Sale,37997,Broker_569,
52702017-343d-4a2f-80f0-f2b476a4329d,2022-12-13,Jumeirah Village Circle,Apartment,861075,Buyer_5345,Seller_3170,3359,1.0,Sale,34443,Broker_478,
56088224-b2c4-4517-aa2f-c36a8c9d0aee,2024-02-03,Discovery Gardens,Building,5401262,Buyer_9666,Seller_1128,19173,,Lease,216050,Broker_779,
dbf1b562-60f1-43c0-891c-1242c22b07f6,2025-03-09,Dubai Investment Park,Townhouse,1405440,Buyer_3546,Seller_5462,2808,5.0,Sale,56217,Broker_834,
137e5300-f281-489f-a0d4-e9dabf6a082a,2025-07-02,City Walk,Retail,937775,Buyer_2512,Seller_7939,10066,,Sale,37511,Broker_103,
e2000713-4794-4681-a363-64b54a9e36e1,2024-11-18,Dubai Investment Park,Plot,692929,Buyer_8239,Seller_8007,19379,,Sale,27717,Broker_214,
d6bc9b0d-1730-49ac-95ac-0ee7f32eccbf,2023-09-19,Dubai Investment Park,Retail,652697,Buyer_3426,Seller_8041,5176,,Sale,26107,Broker_415,
66246617-4474-4d4a-9384-3eda4285fdec,2024-05-21,Dubai Marina,Townhouse,2287044,Buyer_2684,Seller_6794,6890,5.0,Lease,91481,Broker_735,Developer_40
58d1fac6-3a78-43b6-9fb3-51ba08aaf62f,2023-06-23,Arabian Ranches,Building,6337701,Buyer_1406,Seller_3938,11885,,Lease,253508,Broker_921,
44a1ce11-df55-4d0a-b9c8-35699f7b2ab8,2025-03-07,Dubai Hills Estate,Townhouse,2044824,Buyer_7267,Seller_1634,7533,4.0,Sale,81792,Broker_304,Developer_68
a5d0381b-cfa1-4951-a222-58012c09d3f3,2024-07-05,Palm Jumeirah,Townhouse,5734689,Buyer_4652,Seller_1387,5906,2.0,Lease,229387,Broker_436,
34259333-35de-4b39-a7d7-898e05a78db9,2022-12-06,Downtown Dubai,Building,8953874,Buyer_7548,Seller_9785,11851,,Sale,358154,Broker_218,Developer_43
e97b88d2-3cd9-4566-bf6b-a40815acccf4,2024-04-19,Arabian Ranches,Retail,1236396,Buyer_1626,Seller_2776,15239,,Lease,49455,Broker_846,Developer_65
d58acbe0-b490-426b-8d4f-83f0e0a87216,2024-09-20,Sports City,Apartment,775709,Buyer_5173,Seller_1727,6306,4.0,Sale,31028,Broker_632,Developer_78
7d978b16-78d2-48d6-ad62-c94133a24195,2023-12-08,Emirates Living,Townhouse,1803434,Buyer_6143,Seller_3041,6396,3.0,Mortgage,72137,Broker_416,
f3cfbf13-d4a5-419d-88c4-a2605451e3ab,2025-01-27,Jumeirah Lake Towers,Office,1425655,Buyer_4143,Seller_7888,13423,,Mortgage,57026,Broker_866,Developer_88
a718b447-643a-4338-ac67-e155df8009a4,2025-10-14,DIFC,Office,2340481,Buyer_5978,Seller_5700,7887,,Lease,93619,Broker_904,
b90d4c44-108c-4f7d-83eb-3e197abfee55,2024-08-03,Jumeirah Lake Towers,Office,1211100,Buyer_9375,Seller_8752,6560,,Mortgage,48444,Broker_186,
ec92552f-0908-4d55-b2ec-d56143c3612f,2024-06-20,Jumeirah Lake Towers,Apartment,1018317,Buyer_6085,Seller_4680,7107,2.0,Sale,40732,Broker_125,
8c3d21e1-5c67-4ef4-9562-1b66f09a9926,2025-05-18,Motor City,Retail,1165334,Buyer_8461,Seller_7790,19863,,Sale,46613,Broker_835,
23b582ae-f85a-4b9c-86f3-bef5874e5502,2025-10-03,Motor City,Office,1044946,Buyer_2746,Seller_7965,8170,,Sale,41797,Broker_923,Developer_76
e1b308f1-5034-4094-b071-696dd7ba8343,2025-02-08,Discovery Gardens,Apartment,872147,Buyer_8478,Seller_3184,7065,4.0,Mortgage,34885,Broker_643,Developer_86
61762129-4bde-4747-a3a7-90225cc17907,2022-12-16,Jumeirah Lake Towers,Building,6619990,Buyer_7991,Seller_9976,15611,,Sale,264799,Broker_861,Developer_67
4abce18f-1df6-4214-a42d-12917ae82f2d,2024-03-26,City Walk,Building,4365339,Buyer_9540,Seller_8939,8839,,Lease,174613,Broker_550,
c88a4a43-f74e-4732-84f8-0cc5f530308c,2023-12-30,DIFC,Villa,4005902,Buyer_9849,Seller_2320,1633,2.0,Sale,160236,Broker_492,
b720b855-d31f-4517-8277-13d614e6f8e4,2023-12-07,Emirates Living,Apartment,792326,Buyer_9890,Seller_8633,3906,1.0,Sale,31693,Broker_952,
c6c3bde0-da52-4a0c-a73e-e4d6c7391264,2023-08-27,Business Bay,Building,8556987,Buyer_8814,Seller_1096,12526,,Lease,342279,Broker_871,
1a7bf62f-f1f0-47a6-9246-5d45ac5ece3c,2024-07-20,International City,Retail,1100934,Buyer_8999,Seller_4595,9943,,Lease,44037,Broker_597,
adaf0200-ac42-4f56-8237-ed95dcbe79e2,2023-07-09,Jumeirah Lake Towers,Plot,587699,Buyer_3704,Seller_8657,5182,,Mortgage,23507,Broker_646,
3cbf7575-3119-488f-81cc-fcc09b53d79a,2025-08-20,Jumeirah Beach Residence,Retail,985566,Buyer_2375,Seller_8022,5446,,Lease,39422,Broker_286,
8f3bee52-145f-4397-b4cf-f0e73941339d,2023-12-15,Jumeirah Beach Residence,Townhouse,1526691,Buyer_6529,Seller_7211,2779,4.0,Lease,61067,Broker_954,
d989cab5-f9fa-47c0-9c06-079579091c12,2023-10-29,Business Bay,Plot,700435,Buyer_4673,Seller_2124,2319,,Sale,28017,Broker_353,
527e8b8c-7f35-43b8-be3b-f22f10f09e0d,2025-01-29,Business Bay,Retail,943801,Buyer_8758,Seller_2874,19480,,Sale,37752,Broker_576,
9bd3ca87-c586-42ed-b359-82105d1bd05d,2025-02-22,Palm Jumeirah,Villa,7025780,Buyer_3683,Seller_6096,1385,5.0,Sale,281031,Broker_419,
a96f87d1-1e2b-4648-8be8-b7fc7cbd7da8,2024-09-03,Jumeirah Beach Residence,Office,1630835,Buyer_2245,Seller_4978,4339,,Mortgage,65233,Broker_891,
ecf157b7-691b-4742-8db9-482428db8e4e,2025-07-22,Jumeirah Village Circle,Building,6943455,Buyer_6688,Seller_9728,15037,,Mortgage,277738,Broker_479,
38cd309e-d7a8-4ab8-8ff3-9b99d7f1a7ad,2023-01-15,Jumeirah Lake Towers,Apartment,1035762,Buyer_2729,Seller_8102,3467,6.0,Lease,41430,Broker_824,
8e879baf-0812-407d-84e7-731b5806aa8c,2024-04-09,Arabian Ranches,Plot,532611,Buyer_9817,Seller_8921,16232,,Lease,21304,Broker_945,Developer_44
cc672b9b-b518-4a4f-9138-0bdac9db6744,2025-04-20,Jumeirah Lake Towers,Building,4359233,Buyer_5569,Seller_8385,8990,,Lease,174369,Broker_683,
c6705046-00c6-4013-b7a8-822a36ae6140,2023-12-19,Jumeirah Beach Residence,Townhouse,1296161,Buyer_3979,Seller_8988,2237,3.0,Lease,51846,Broker_448,
baf494df-5ad0-4d7b-b5b1-f4877c801c37,2024-09-18,City Walk,Retail,636395,Buyer_2402,Seller_4954,14317,,Lease,25455,Broker_668,Developer_98
b64740bf-e1a3-4694-9d20-19a2ccc7b016,2023-04-11,Motor City,Plot,599144,Buyer_1282,Seller_2524,10641,,Sale,23965,Broker_514,
aa813fef-2a50-4bb0-bab0-85c0373f8851,2023-02-18,DIFC,Plot,996380,Buyer_9698,Seller_6632,14942,,Mortgage,39855,Broker_663,
eda514aa-368e-4551-a323-4a8529b2254b,2024-06-29,Discovery Gardens,Townhouse,1646344,Buyer_2976,Seller_4155,3084,1.0,Mortgage,65853,Broker_648,Developer_98
202e223b-3a71-4b2a-8dd2-33bc77a1ad9d,2023-01-27,Arabian Ranches,Villa,2128673,Buyer_5530,Seller_9595,5388,3.0,Sale,85146,Broker_952,
3533a8f6-6093-4a7b-97dd-5c1eda0a5d2a,2025-09-16,Dubai Hills Estate,Townhouse,2080534,Buyer_9751,Seller_3073,2747,1.0,Sale,83221,Broker_666,
589ddca5-449e-4d9a-a13c-2209241d8990,2023-01-13,Dubai Investment Park,Plot,653961,Buyer_2680,Seller_1200,19810,,Lease,26158,Broker_580,
683c9853-f9f1-4169-9943-2b84603e7497,2024-05-15,Jumeirah Lake Towers,Villa,3439620,Buyer_8827,Seller_2869,7234,1.0,Lease,137584,Broker_603,
f64864f2-9b43-465e-adba-c011fb68f31b,2024-01-31,Dubai Marina,Villa,3016643,Buyer_2395,Seller_5066,1470,5.0,Lease,120665,Broker_720,
dc90bb57-9080-4693-91ea-9d399591642c,2023-04-06,Dubai Hills Estate,Building,7460605,Buyer_8253,Seller_5871,15051,,Lease,298424,Broker_682,
18ab4aa6-a587-4372-a2de-d781f00c26e0,2024-08-08,Jumeirah Village Circle,Building,4227257,Buyer_5335,Seller_2330,6146,,Sale,169090,Broker_277,
a1431dbf-29d5-4602-8de4-7e1bfb3b53cf,2023-02-25,Arabian Ranches,Apartment,788769,Buyer_5771,Seller_1534,2396,3.0,Mortgage,31550,Broker_389,Developer_68
52d1a897-db00-48a0-a0eb-90c3a375504d,2024-04-21,Downtown Dubai,Plot,863396,Buyer_4241,Seller_7965,4760,,Mortgage,34535,Broker_330,
c941285f-47e3-4528-a805-d34871fda02f,2025-06-14,City Walk,Building,3997826,Buyer_3718,Seller_6039,19651,,Lease,159913,Broker_549,
a919bb14-49f8-4c62-978c-84068de92f7f,2024-04-05,DIFC,Plot,883580,Buyer_9199,Seller_9847,17180,,Lease,35343,Broker_182,
65054dd4-be2b-4feb-ab73-acddc82ba142,2024-05-20,International City,Plot,462812,Buyer_1423,Seller_2496,8501,,Mortgage,18512,Broker_956,Developer_85
69436c01-a761-472c-99c8-e5bebbe6eca3,2024-04-11,Business Bay,Building,7608881,Buyer_1659,Seller_3870,16417,,Mortgage,304355,Broker_767,
f889a61c-e290-4c9a-8a49-55eb215dce4c,2023-05-06,City Walk,Villa,3494654,Buyer_9056,Seller_2494,4350,3.0,Lease,139786,Broker_441,
f4d70b9c-203d-4077-a367-5f118031cd2c,2023-06-24,Jumeirah Village Circle,Building,4062886,Buyer_9117,Seller_5722,14122,,Mortgage,162515,Broker_137,
19c96c44-dc2d-415a-99f7-446d4786d1eb,2023-07-10,Jumeirah Lake Towers,Townhouse,1667324,Buyer_9431,Seller_1018,5887,5.0,Lease,66692,Broker_523,
c40552d1-75f8-4da1-8c8e-6deb65e66629,2022-12-29,Sports City,Townhouse,2044518,Buyer_8242,Seller_1845,2167,3.0,Mortgage,81780,Broker_234,Developer_66
6f8818ee-134f-4278-b9d3-cd52a7d5d8d9,2024-06-11,Motor City,Apartment,576166,Buyer_3594,Seller_6091,5012,1.0,Mortgage,23046,Broker_517,
09600cc9-8bc6-4366-88e0-07c5200d4d26,2024-12-03,Jumeirah Village Circle,Office,1635531,Buyer_9165,Seller_5781,17674,,Mortgage,65421,Broker_379,
f4e5ac40-e37c-44d3-8d28-fb7979d99129,2024-12-22,Motor City,Office,1044733,Buyer_7284,Seller_4122,17654,,Mortgage,41789,Broker_239,Developer_45
43cbee70-524e-42e7-aa45-ec4dc193c978,2022-12-10,International City,Townhouse,2437152,Buyer_5377,Seller_1042,2817,6.0,Lease,97486,Broker_957,
c3053127-7549-4374-9fcb-f9c440ef642b,2023-01-27,Motor City,Building,4020083,Buyer_6654,Seller_6446,19085,,Mortgage,160803,Broker_486,
57999aa5-9374-42e8-9b85-a58072072205,2024-06-12,Jumeirah Lake Towers,Building,4160283,Buyer_7274,Seller_4826,14460,,Sale,166411,Broker_425,Developer_58
5d8f317f-35d0-4e64-9180-408640212cb9,2024-12-07,Jumeirah Beach Residence,Plot,627337,Buyer_9115,Seller_1606,5136,,Mortgage,25093,Broker_704,
1dbffc3b-31b4-4e85-b737-5cc20ccefad2,2025-03-24,Jumeirah Village Circle,Building,6457637,Buyer_9617,Seller_8486,1502,,Mortgage,258305,Broker_247,
b6844b70-3767-473a-9a45-c57883dfc0fb,2024-04-20,Dubai Investment Park,Apartment,822914,Buyer_6546,Seller_7512,5823,1.0,Lease,32916,Broker_972,
d0e6e1e1-d162-4f24-8680-7ea9c5c7ff7e,2023-01-19,Studio City,Office,1641477,Buyer_9864,Seller_1588,3242,,Sale,65659,Broker_746,
985eb3ba-f12b-4a70-99aa-156a3ce4bd1a,2023-05-10,DIFC,Villa,5502314,Buyer_2612,Seller_2646,4134,2.0,Mortgage,220092,Broker_406,Developer_15
00153c7b-bc4c-4513-b330-e3ca2c26addf,2023-10-11,Jumeirah Lake Towers,Building,3696417,Buyer_7141,Seller_8056,5770,,Sale,147856,Broker_643,
055f6c79-2660-4a2e-b3ed-76e44ee86fd0,2023-08-23,Arabian Ranches,Villa,2056371,Buyer_4945,Seller_9153,7977,5.0,Sale,82254,Broker_337,
043ff88d-acc3-4e4f-b23e-2d5be58fc491,2025-09-25,City Walk,Office,1054474,Buyer_8622,Seller_5712,18910,,Sale,42178,Broker_175,
8ffe0d3d-9ebd-4c52-a52c-9b1e1b5b374d,2023-05-30,Palm Jumeirah,Retail,2046167,Buyer_5097,Seller_8484,10899,,Sale,81846,Broker_493,Developer_23
bb821c3a-ca92-4475-a07a-324eeb4cf2d5,2024-02-17,Dubai Hills Estate,Office,1848581,Buyer_5837,Seller_1359,13969,,Lease,73943,Broker_108,
f01192a8-430b-4a53-9a5e-07f5fc0588a4,2024-03-07,Dubai Marina,Retail,1649187,Buyer_4770,Seller_6772,8176,,Mortgage,65967,Broker_294,
a711c054-26cf-4edb-8d0f-8267694089aa,2025-07-26,Dubai Investment Park,Plot,384007,Buyer_6061,Seller_8222,2093,,Mortgage,15360,Broker_473,Developer_21
d3a5b8a3-c98a-426e-88d7-db34a42bc6a3,2024-10-20,DIFC,Townhouse,3963286,Buyer_4289,Seller_3165,6943,5.0,Lease,158531,Broker_643,
91c99c93-e757-44d0-8d52-72990c3e351f,2023-02-01,City Walk,Building,4075905,Buyer_5835,Seller_6549,4773,,Lease,163036,Broker_177,
2393080c-1968-42e6-828b-15d78295b694,2023-07-24,Dubai Hills Estate,Building,8213986,Buyer_6992,Seller_2479,13929,,Sale,328559,Broker_370,
83b3220f-b613-4747-9ec2-aa272685d565,2024-04-26,Discovery Gardens,Townhouse,2107763,Buyer_7242,Seller_7086,1387,6.0,Sale,84310,Broker_582,
12ef4102-9c9c-447f-a8b4-c35ff921bb67,2024-07-18,Studio City,Townhouse,2413222,Buyer_2035,Seller_8606,7949,6.0,Lease,96528,Broker_764,
2fd15687-2032-41f4-83bf-6734c9a0ca7f,2024-01-30,Dubai Investment Park,Apartment,1089906,Buyer_9071,Seller_2902,1296,2.0,Mortgage,43596,Broker_238,
84a4a478-fe96-4694-a6c2-6b5521b98895,2023-06-09,Palm Jumeirah,Plot,1705708,Buyer_3531,Seller_7797,4244,,Lease,68228,Broker_730,
3d0bf94a-bb0c-45bf-b108-ef5e83991737,2024-07-27,City Walk,Apartment,946557,Buyer_8264,Seller_8285,2434,3.0,Sale,37862,Broker_802,
a960c475-732e-47e3-97ba-70dde702438b,2024-09-21,Palm Jumeirah,Apartment,1957395,Buyer_3001,Seller_8450,1250,6.0,Sale,78295,Broker_757,
e6fa6fb3-19a9-4207-8be6-e48d1ec8a3e5,2024-06-03,Business Bay,Apartment,1300786,Buyer_3063,Seller_4362,1062,5.0,Sale,52031,Broker_700,
d1890e71-bd0e-41f8-9c43-b86c97d20429,2025-10-09,Dubai Hills Estate,Townhouse,3129986,Buyer_5542,Seller_3370,1564,5.0,Lease,125199,Broker_917,
19d3640a-3d4c-4a60-a939-2021f2f9eedf,2024-06-14,Business Bay,Villa,2308807,Buyer_6304,Seller_1258,1927,3.0,Sale,92352,Broker_229,Developer_77
cdc93e12-d3c9-4450-a5ca-5c03f4270dc0,2023-04-10,Jumeirah Village Circle,Plot,372245,Buyer_6931,Seller_9408,4573,,Lease,14889,Broker_615,
b73392fc-56d7-4f89-bcce-13157c55038c,2022-11-12,Dubai Marina,Plot,936194,Buyer_5941,Seller_8504,2020,,Sale,37447,Broker_590,Developer_64
e211d2aa-4148-4adf-9559-b1c961fdef09,2023-04-20,Jumeirah Village Circle,Office,1438417,Buyer_2204,Seller_2323,11554,,Mortgage,57536,Broker_251,
a507a707-0f9c-4630-9efb-9774eb58074f,2023-12-19,City Walk,Retail,1028838,Buyer_7240,Seller_9692,10663,,Lease,41153,Broker_617,
8819bdae-ec9b-4b93-be0e-d1f4e6bd5253,2024-07-31,Jumeirah Village Circle,Building,5956227,Buyer_8046,Seller_8398,8487,,Lease,238249,Broker_447,Developer_61
82ec5658-9230-445d-ad2e-1a1d45ccc9d7,2023-05-24,International City,Plot,383280,Buyer_6120,Seller_5176,13265,,Sale,15331,Broker_803,Developer_18
6ff8f036-84b0-4719-9602-0fedc173d831,2023-05-14,Downtown Dubai,Building,7597550,Buyer_2582,Seller_7105,5263,,Mortgage,303902,Broker_161,
e0e10aee-6dda-41d3-a5f2-9bf4dee48ecc,2025-02-06,Studio City,Retail,837676,Buyer_7730,Seller_6793,14858,,Mortgage,33507,Broker_152,Developer_86
80433f31-7e18-495b-90f7-97105e816f53,2022-12-10,DIFC,Townhouse,2502966,Buyer_4485,Seller_3535,5879,4.0,Sale,100118,Broker_967,
0fb74361-66b0-41cb-a008-66900fece24c,2024-03-23,Studio City,Townhouse,1404755,Buyer_4705,Seller_8030,7423,5.0,Mortgage,56190,Broker_728,
b7d8a52f-da22-4e0f-8357-d2a4506404fe,2024-04-15,Studio City,Apartment,901037,Buyer_1474,Seller_3955,2738,6.0,Lease,36041,Broker_447,
274d3828-6077-453a-8643-cbc810aa1c67,2023-07-17,Arabian Ranches,Building,4001380,Buyer_2140,Seller_3324,2004,,Sale,160055,Broker_864,
d132dfbc-93d7-4ed4-91a2-d72658f443db,2024-11-26,Jumeirah Beach Residence,Office,1221062,Buyer_7062,Seller_6105,11629,,Mortgage,48842,Broker_710,
7b183803-b6f3-4e8a-a33f-59787d24eee3,2025-07-05,Dubai Marina,Villa,3038200,Buyer_2336,Seller_5458,4129,6.0,Lease,121528,Broker_597,
204b7db4-836e-4d18-80fd-0344243ce798,2022-11-30,International City,Townhouse,1531616,Buyer_2864,Seller_6655,4021,1.0,Lease,61264,Broker_794,
3ef65d6e-a5d2-4c66-9f7f-1584293e1c50,2025-07-13,Motor City,Retail,1050293,Buyer_4612,Seller_7475,2795,,Sale,42011,Broker_309,
6c931623-4925-4d46-ab05-9c01230bd465,2024-05-09,Emirates Living,Building,3980321,Buyer_5742,Seller_6375,4931,,Sale,159212,Broker_609,Developer_32
691d784b-c25d-4462-847d-1d4d5ca5f86f,2024-06-30,Dubai Investment Park,Office,1287369,Buyer_9196,Seller_6802,3361,,Lease,51494,Broker_982,Developer_65
9708e6c3-ebd3-4c3d-a423-3e576db82f3d,2024-01-12,Business Bay,Office,2097909,Buyer_8033,Seller_7626,14686,,Lease,83916,Broker_217,
98c4193f-85ac-404a-b20d-45a8077b97f7,2023-03-17,Jumeirah Lake Towers,Villa,3152313,Buyer_6928,Seller_2443,4077,1.0,Sale,126092,Broker_546,
c68c3a11-f15a-4dbc-98c3-125621850ab9,2024-01-18,Sports City,Apartment,781629,Buyer_6562,Seller_4630,3228,2.0,Sale,31265,Broker_622,
7f151864-094a-43e5-a61b-d67d7a127a0a,2023-10-30,Sports City,Retail,752159,Buyer_6752,Seller_3419,8742,,Sale,30086,Broker_249,
3fcb2682-5417-4d16-9712-b2fae5684442,2025-05-13,Arabian Ranches,Retail,726307,Buyer_3902,Seller_9095,16202,,Mortgage,29052,Broker_878,
2d2cb471-ee7c-495a-a44f-7f5e3b9624d9,2024-01-06,Jumeirah Lake Towers,Building,6898405,Buyer_3473,Seller_8205,3237,,Lease,275936,Broker_552,
aecdee19-f17b-472f-88c1-796332154fc4,2022-12-10,City Walk,Retail,665388,Buyer_2215,Seller_6085,16130,,Lease,26615,Broker_138,
a7f4542e-655c-4916-b0c6-a60ab8c463ba,2025-04-13,DIFC,Apartment,1657823,Buyer_9307,Seller_7299,4290,5.0,Mortgage,66312,Broker_910,Developer_15
4a38af68-f64d-4c3b-b813-28c502f933ed,2024-09-24,Discovery Gardens,Building,5500798,Buyer_6267,Seller_8792,17428,,Sale,220031,Broker_163,
9ee886bd-de17-4e06-afb1-7276f90b5a92,2024-10-26,Jumeirah Lake Towers,Plot,379515,Buyer_1641,Seller_5059,15344,,Lease,15180,Broker_636,
25893301-0600-49f0-b261-e8c3006a6ba9,2024-03-14,Arabian Ranches,Townhouse,1729793,Buyer_7347,Seller_7697,6844,3.0,Mortgage,69191,Broker_712,
18422739-776e-4b3d-8f3c-2fe29d10cb62,2023-08-15,Jumeirah Lake Towers,Apartment,744626,Buyer_5655,Seller_5128,6428,6.0,Mortgage,29785,Broker_994,
6c114632-fdf8-47ca-97d8-cda74e1a4174,2023-10-29,Downtown Dubai,Retail,2096151,Buyer_6082,Seller_7421,5225,,Mortgage,83846,Broker_825,Developer_49
0e49c780-2f92-4890-acc2-aa7f9cb6a8ff,2023-12-12,Studio City,Office,1380534,Buyer_3093,Seller_9624,4062,,Mortgage,55221,Broker_786,
051c1688-6ad3-475a-aa79-aee02a3f0faa,2024-10-10,Palm Jumeirah,Apartment,1907636,Buyer_4509,Seller_6598,6776,4.0,Sale,76305,Broker_331,Developer_29
98f4f1c6-19ca-457b-8d69-e7824b4d12fc,2025-03-21,Downtown Dubai,Townhouse,4647959,Buyer_9317,Seller_9843,7341,6.0,Mortgage,185918,Broker_138,
700823d3-2677-438c-860a-37316aca0922,2024-11-16,Dubai Investment Park,Retail,867333,Buyer_3962,Seller_3712,15341,,Sale,34693,Broker_520,
ad8f215a-93b5-4ea9-a146-3fcdf16fc26d,2023-04-09,Dubai Hills Estate,Office,1894060,Buyer_4833,Seller_9749,8837,,Lease,75762,Broker_928,Developer_34
20d46455-f1f7-4f76-b00d-6b6f58216bb2,2023-04-26,Palm Jumeirah,Plot,1703738,Buyer_8564,Seller_5616,13513,,Mortgage,68149,Broker_640,
c79b6cb8-8022-410c-9c01-ac423991c409,2025-01-04,Arabian Ranches,Building,4198942,Buyer_5096,Seller_1854,16747,,Lease,167957,Broker_667,Developer_76
5044b4ed-f32a-4ed1-9776-b8af72461da3,2024-11-20,Jumeirah Village Circle,Townhouse,1365682,Buyer_5469,Seller_8361,7916,5.0,Sale,54627,Broker_950,
30593e29-f536-4a8c-b86b-2a25bd5b5f6e,2023-10-30,Dubai Hills Estate,Building,7110527,Buyer_1436,Seller_7797,2745,,Lease,284421,Broker_614,
8adfbd54-157b-4dcc-b115-365e457bd6da,2025-08-18,Jumeirah Beach Residence,Apartment,769951,Buyer_6221,Seller_2623,7374,6.0,Mortgage,30798,Broker_443,Developer_27
