property_id,area,community,building_name,property_type,size_sqft,bedrooms,completion_date,developer_name,current_owner,rental_status,estimated_value_aed,service_charge_per_sqft
1273308b-10e3-474a-942e-76600aded22e,Arabian Ranches,Community_83,Building_298,Building,4931,,2018-04-07,Developer_41,Owner_3170,Under Renovation,1174548,12
2041502f-617f-4f18-8fbd-95c080a415f0,Dubai Hills Estate,Community_6,Building_375,Plot,3365,,2018-02-13,Developer_60,Owner_3178,Vacant,5139723,8
856c4067-6361-47b1-8ad6-1137051bd474,Business Bay,Community_27,Building_368,Plot,4629,,2016-06-25,Developer_99,Owner_1225,Occupied,2294384,15
7f5321c0-7a5d-4335-84e0-6b5b33f861fe,Emirates Living,Community_19,Building_76,Office,5038,,2016-01-18,Developer_57,Owner_6326,Occupied,6853945,21
412b791e-2b61-40a0-87b6-64da8422bb4c,City Walk,Community_85,Building_104,Office,5781,,2023-06-22,Developer_59,Owner_6786,Vacant,4572979,20
1231bce6-b22c-4b4c-b788-00c9bb4347f2,Motor City,Community_56,Building_26,Townhouse,2565,1.0,2020-12-06,Developer_69,Owner_3598,Vacant,1499793,19
614020eb-762a-4732-b1c5-aff85cc4b125,Sports City,Community_27,Building_212,Townhouse,1404,3.0,2024-03-18,Developer_46,Owner_5576,Vacant,7649648,5
ad655d06-466f-4b79-821b-6bb7c086ef99,Motor City,Community_98,Building_272,Building,3139,,2019-03-19,Developer_68,Owner_6699,Occupied,4263393,19
3c92ad8c-4fb8-43b1-9a24-2359a2888f19,Emirates Living,Community_36,Building_430,Plot,16624,,2021-05-30,Developer_44,Owner_3628,Occupied,4200477,19
0ea16bf8-c2ff-4b42-86af-9109f43d581b,Dubai Investment Park,Community_100,Building_121,Apartment,5785,4.0,2021-06-23,Developer_38,Owner_9350,Under Renovation,2927531,8
f9735fe7-a705-4af2-9548-d9c7f6f7559d,City Walk,Community_48,Building_268,Plot,9349,,2018-01-20,Developer_22,Owner_5453,Under Renovation,9165105,14
c3e6ee77-0875-4549-ac1b-51f590ab7383,Jumeirah Beach Residence,Community_9,Building_291,Apartment,7748,1.0,2023-01-31,Developer_46,Owner_5130,Vacant,9827431,24
65694fa5-f3f0-4f44-940e-170ddcc5c44a,Sports City,Community_81,Building_255,Villa,4828,1.0,2024-02-13,Developer_12,Owner_6363,Under Renovation,9792436,18
f966abbb-8471-478a-8155-79123050c0a3,Jumeirah Lake Towers,Community_62,Building_100,Apartment,2034,1.0,2017-07-29,Developer_49,Owner_7960,Occupied,5062422,23
8568d2a0-9d05-4907-ab6a-3d7440c40405,Emirates Living,Community_52,Building_343,Plot,19520,,2019-06-19,Developer_55,Owner_2574,Occupied,8416404,24
84a38bf7-1c3c-4f2a-8f37-885df4322185,Emirates Living,Community_42,Building_24,Villa,7527,3.0,2021-10-15,Developer_70,Owner_4951,Under Renovation,6094013,20
bc4db22d-babc-4ed6-ac81-fd8b4167f627,Dubai Hills Estate,Community_72,Building_9,Office,3499,,2024-08-19,Developer_82,Owner_3244,Vacant,7390994,6
911fd327-c706-4584-8ec6-076ee16a89d3,Emirates Living,Community_53,Building_274,Office,3379,,2024-08-21,Developer_97,Owner_9987,Occupied,2777024,12
cd007757-6741-4bbf-a1c7-e5e3485db5aa,Emirates Living,Community_48,Building_50,Villa,799,3.0,2025-08-29,Developer_85,Owner_7703,Vacant,5204514,25
28ab76a6-638e-477e-aac9-a6e735d93c87,Discovery Gardens,Community_12,Building_175,Villa,2439,5.0,2024-06-16,Developer_21,Owner_5101,Under Renovation,9507537,25
096e94be-2e85-4f76-9132-9f5be5ef957d,Dubai Hills Estate,Community_61,Building_353,Apartment,2769,5.0,2023-12-01,Developer_94,Owner_1104,Occupied,4129894,18
33195c15-b4dd-4139-b011-a483231815ae,Jumeirah Lake Towers,Community_12,Building_258,Apartment,5274,2.0,2019-05-03,Developer_45,Owner_1001,Occupied,6354557,16
c82cc413-eac4-4f2a-a039-c581b583e70b,Discovery Gardens,Community_90,Building_85,Retail,1881,,2017-07-03,Developer_22,Owner_1349,Under Renovation,5118061,11
958a6112-ca56-456b-803e-fe0490e2dc1c,Arabian Ranches,Community_21,Building_120,Building,2481,,2017-07-29,Developer_32,Owner_4208,Vacant,3815927,9
83463c54-16d0-416f-a927-1be2497c790c,DIFC,Community_8,Building_339,Office,15728,,2023-04-05,Developer_89,Owner_3203,Vacant,2477634,11
a466f341-911f-42c0-aebe-66726c379d8a,Palm Jumeirah,Community_97,Building_451,Plot,10817,,2016-06-05,Developer_97,Owner_8074,Vacant,1561460,10
44355ee5-db69-45e7-a408-903c5b62da22,Motor City,Community_1,Building_88,Office,13272,,2025-05-25,Developer_78,Owner_3868,Under Renovation,7552414,8
6737677f-68ed-4add-b54b-fe87f91f8c77,Downtown Dubai,Community_21,Building_109,Building,3399,,2024-01-25,Developer_63,Owner_2776,Occupied,4346296,10
f1935075-8e05-4010-8ad4-ded894b165f9,City Walk,Community_67,Building_366,Plot,19186,,2015-11-17,Developer_96,Owner_9697,Under Renovation,6037308,19
92eaaa90-58b1-413a-b658-59ef7cfcdf7d,Arabian Ranches,Community_77,Building_273,Building,19589,,2023-05-16,Developer_67,Owner_7961,Vacant,7967132,13
b65073e2-a8f8-4bf4-86c3-8618d83b41f2,Jumeirah Lake Towers,Community_78,Building_110,Townhouse,6508,1.0,2023-08-04,Developer_61,Owner_5842,Occupied,9483322,19
12965e84-fc61-463d-934c-123d1b670cce,Downtown Dubai,Community_75,Building_60,Building,5154,,2025-03-09,Developer_39,Owner_9741,Vacant,9896328,20
4ddf936f-c370-459d-be81-83e39cdc330f,Jumeirah Beach Residence,Community_75,Building_365,Plot,5430,,2025-03-13,Developer_76,Owner_3945,Under Renovation,4388965,9
7fa681a8-a541-4652-82f8-ee26df8e1e55,Dubai Hills Estate,Community_66,Building_440,Apartment,5471,5.0,2015-11-15,Developer_19,Owner_4956,Under Renovation,9765675,7
ec8fa99c-5d76-4783-83f1-a2a770daf763,Jumeirah Lake Towers,Community_69,Building_48,Retail,9508,,2022-11-11,Developer_52,Owner_9993,Vacant,3491546,6
54b260f2-496d-4728-ac1e-62ca093516b3,International City,Community_27,Building_72,Office,8225,,2017-12-14,Developer_91,Owner_2464,Under Renovation,2980045,24
47aa2ca9-0640-43aa-bc5e-0be31d42b2ca,Discovery Gardens,Community_55,Building_370,Apartment,5692,5.0,2024-11-21,Developer_51,Owner_8551,Vacant,5135733,15
b764b524-6d01-4b54-b6a8-ebeddd76442f,Business Bay,Community_98,Building_6,Apartment,6890,1.0,2017-02-04,Developer_95,Owner_1396,Under Renovation,1009145,7
59e204e6-8fec-45a8-a0c5-35090e93ad8a,Jumeirah Lake Towers,Community_97,Building_381,Villa,7118,6.0,2019-03-22,Developer_20,Owner_2353,Under Renovation,3694751,20
4049bab9-37ec-495e-8562-7833cefad2e5,Jumeirah Village Circle,Community_69,Building_332,Office,13174,,2025-02-23,Developer_90,Owner_1423,Under Renovation,3012811,16
e9d7ce15-16f2-4783-8f04-22ec145e7e7f,Jumeirah Lake Towers,Community_87,Building_59,Office,17515,,2018-07-20,Developer_47,Owner_5786,Occupied,3172181,7
1a0a936b-106d-4b46-b050-8881c428f4bb,Studio City,Community_19,Building_308,Building,19886,,2019-09-26,Developer_71,Owner_5705,Occupied,9261433,7
bc5b24f0-13cf-4ad6-8a5b-9bf7dae26282,Dubai Investment Park,Community_98,Building_148,Villa,4607,5.0,2016-12-13,Developer_15,Owner_6146,Occupied,8366406,6
753d77c3-d001-4454-89a7-a76ca9975206,Sports City,Community_60,Building_14,Office,2446,,2019-01-26,Developer_16,Owner_1045,Under Renovation,4883639,12
92d0ac52-73df-4bcd-b81e-d99f8a666877,Jumeirah Beach Residence,Community_82,Building_175,Townhouse,1226,3.0,2017-09-02,Developer_76,Owner_5506,Under Renovation,3015887,17
8102f6c5-5942-4296-a975-307622c970ca,Jumeirah Beach Residence,Community_16,Building_121,Retail,14532,,2024-02-12,Developer_44,Owner_9383,Vacant,5896230,16
107c929b-ead5-4608-b2e3-e55d4ae1b700,Dubai Marina,Community_40,Building_421,Townhouse,1894,5.0,2021-07-31,Developer_15,Owner_1645,Under Renovation,8381419,6
12688b49-bc3b-45bb-ba45-9a6d031e5dad,International City,Community_31,Building_211,Villa,5432,5.0,2019-07-13,Developer_68,Owner_6817,Vacant,9321826,10
bd9573b9-03ad-41e1-a9c8-1fd2cba31227,Dubai Investment Park,Community_8,Building_138,Apartment,7069,1.0,2024-06-01,Developer_60,Owner_5142,Under Renovation,2584811,22
e2183331-d49a-4c43-a717-e74c72ad2e8c,Sports City,Community_1,Building_134,Plot,9475,,2016-03-06,Developer_92,Owner_3907,Under Renovation,8446390,20
3f295d77-ee13-4d4e-bb38-72db332f5ed6,Dubai Hills Estate,Community_25,Building_194,Retail,7150,,2019-11-12,Developer_92,Owner_2051,Occupied,4992929,12
5c190897-2f0e-4d1c-b1ea-557baa307371,Dubai Investment Park,Community_9,Building_73,Plot,14109,,2018-11-06,Developer_96,Owner_5835,Under Renovation,3366741,21
8f6d69a8-2421-44f3-a598-436e34bc3115,DIFC,Community_39,Building_82,Office,1678,,2023-01-25,Developer_63,Owner_3138,Occupied,9363756,18
16ff4b00-63e5-4bec-b211-7e584ee65043,Emirates Living,Community_40,Building_492,Apartment,6875,3.0,2024-11-13,Developer_69,Owner_1668,Occupied,5392660,25
37f71c12-1a9c-47c9-9eff-37dfac107e54,Jumeirah Beach Residence,Community_46,Building_485,Villa,6646,3.0,2017-04-17,Developer_47,Owner_1693,Vacant,7265901,12
c749dcd3-8d3d-45fb-9897-d401b0879592,Palm Jumeirah,Community_70,Building_350,Townhouse,2031,3.0,2023-08-22,Developer_12,Owner_2386,Occupied,6829559,14
01dd2597-316e-4760-a643-662c0275f425,International City,Community_36,Building_442,Building,10522,,2020-01-14,Developer_83,Owner_9689,Under Renovation,877352,12
e0c00b36-2009-4d6b-a142-e1a135dc1d44,Jumeirah Village Circle,Community_31,Building_285,Townhouse,6213,5.0,2019-12-22,Developer_32,Owner_5512,Occupied,2752405,19
de73c65a-b901-4a2d-a699-985944b56c5e,Dubai Marina,Community_89,Building_175,Plot,2230,,2022-07-17,Developer_97,Owner_1942,Occupied,4506686,11
33ce383a-781e-4d5c-9ebf-d00014b078f1,Emirates Living,Community_98,Building_422,Villa,3408,2.0,2016-07-01,Developer_77,Owner_5222,Under Renovation,5786061,8
c8f8d3de-9e37-42f7-9fc2-b31ebd6bb8a0,Jumeirah Beach Residence,Community_29,Building_414,Plot,5633,,2016-10-01,Developer_23,Owner_2475,Vacant,8129336,21
3966c6d0-3d95-4382-8f3e-66b01ce74848,Discovery Gardens,Community_16,Building_279,Plot,2583,,2018-12-27,Developer_35,Owner_4950,Under Renovation,2033751,25
7181fa90-293c-4574-a26a-9e2af4a9842d,Emirates Living,Community_28,Building_69,Office,14270,,2018-07-27,Developer_51,Owner_4698,Vacant,7322403,6
ecdc2f5e-14de-4ac3-852d-728b08945ad1,Downtown Dubai,Community_97,Building_314,Apartment,6737,5.0,2020-03-21,Developer_51,Owner_7378,Vacant,8246260,21
b1008306-084f-4f21-81f4-01fce0eb119a,International City,Community_71,Building_369,Building,18185,,2025-09-11,Developer_11,Owner_4028,Vacant,945758,5
fa2592b3-ebeb-442c-97cc-0b090ffbab88,Jumeirah Village Circle,Community_100,Building_213,Townhouse,1417,5.0,2024-05-10,Developer_86,Owner_9583,Vacant,4600113,17
0c7cd4eb-cd26-4ecc-94c4-24e025354287,Jumeirah Lake Towers,Community_82,Building_360,Office,17297,,2022-10-31,Developer_46,Owner_2961,Under Renovation,7471116,5
7c677669-3f11-4ebf-ac98-408ca053e568,Emirates Living,Community_48,Building_313,Office,12330,,2024-04-15,Developer_17,Owner_2249,Occupied,1689717,8
44f5a1cf-36ca-4bb7-b348-35ad9e21df10,Sports City,Community_99,Building_295,Plot,10399,,2024-07-27,Developer_79,Owner_5788,Vacant,4381400,17
bac10d2d-ebcf-4ba2-b924-6a787215c3a8,Sports City,Community_44,Building_430,Office,1864,,2019-03-19,Developer_27,Owner_7672,Vacant,3362204,10
1e33d64f-0e96-42ab-bcb3-57d8be7ee862,Emirates Living,Community_78,Building_259,Retail,5845,,2024-12-18,Developer_40,Owner_8393,Occupied,6123576,15
edb9422b-db68-419f-91ed-0c584a56d0ea,International City,Community_12,Building_131,Apartment,798,6.0,2017-06-04,Developer_47,Owner_3130,Under Renovation,9494349,18
d5da40b2-2f7e-4dc9-81e6-96efe2174c71,Dubai Marina,Community_47,Building_323,Building,1696,,2017-01-24,Developer_53,Owner_4893,Occupied,7135331,18
affe6860-bf32-466f-a8aa-41fe319c848b,International City,Community_96,Building_24,Building,18017,,2018-01-04,Developer_22,Owner_2908,Under Renovation,2660678,18
20997e88-e876-42af-a629-b84a3a2d2f7f,Business Bay,Community_25,Building_448,Apartment,953,5.0,2015-11-13,Developer_36,Owner_6919,Occupied,7174485,24
557b388f-16f9-4653-94ba-861f27a6820e,Downtown Dubai,Community_98,Building_14,Building,13657,,2024-01-24,Developer_97,Owner_8465,Vacant,5875054,11
8a702daa-ee68-4f6f-9dfb-9597ca7b3048,Jumeirah Village Circle,Community_99,Building_112,Villa,2580,3.0,2021-10-19,Developer_16,Owner_8041,Under Renovation,9732357,10
77931f4d-9035-4381-9f8c-6631f8c6b086,International City,Community_14,Building_249,Retail,16901,,2021-01-11,Developer_81,Owner_3336,Under Renovation,4037620,21
bae7a8a4-41e1-4824-8310-2f44b56d11ad,City Walk,Community_96,Building_494,Townhouse,830,1.0,2023-01-28,Developer_48,Owner_1081,Under Renovation,8006629,11
01c9bf59-39fc-4d00-9c4f-567639d504d0,Jumeirah Lake Towers,Community_31,Building_245,Townhouse,7568,6.0,2019-08-15,Developer_77,Owner_3236,Occupied,1273774,11
6e068097-1a0b-4436-80c1-1c11eb643ec9,Dubai Hills Estate,Community_48,Building_315,Plot,5067,,2025-03-11,Developer_23,Owner_7071,Occupied,802898,24
9d5ad824-d894-4fdc-a13d-a8f8e0f1bda9,Dubai Marina,Community_48,Building_290,Retail,3124,,2016-10-12,Developer_47,Owner_5681,Under Renovation,3549729,5
eb10c2e1-6d55-401b-800f-74884b838643,Discovery Gardens,Community_75,Building_414,Townhouse,1856,4.0,2017-04-23,Developer_86,Owner_7893,Under Renovation,6806018,14
a33f7a95-9c02-45b7-a643-e1ba654bc829,Studio City,Community_78,Building_389,Plot,15948,,2024-10-13,Developer_76,Owner_5842,Vacant,9480249,16
5d9a253a-2255-40d8-a64f-0d0774c4e10e,Jumeirah Beach Residence,Community_73,Building_128,Plot,5814,,2022-01-31,Developer_82,Owner_2686,Occupied,856907,21
ac93b14e-5a63-4585-be1a-379d2227eb44,DIFC,Community_80,Building_406,Retail,7371,,2023-10-29,Developer_34,Owner_2775,Vacant,4241787,14
b9cc98b9-98d2-46f5-a9be-27eff5b072d9,Dubai Investment Park,Community_56,Building_207,Building,19478,,2019-07-06,Developer_17,Owner_7681,Under Renovation,885216,22
fb4a29d9-352b-46e5-bfad-56442e1fdef2,Motor City,Community_51,Building_328,Villa,1464,4.0,2017-03-23,Developer_63,Owner_1500,Under Renovation,7915350,10
5d152d59-58db-4bfd-a1bc-033bfe9418d5,Emirates Living,Community_72,Building_483,Townhouse,6434,2.0,2019-12-17,Developer_87,Owner_4610,Occupied,6570025,25
a15b37c4-d816-4453-992e-0782dccc25d4,Dubai Hills Estate,Community_18,Building_337,Retail,19387,,2017-04-20,Developer_12,Owner_5664,Vacant,6282819,18
51598698-ef60-42f1-ba54-1ca2619830be,Jumeirah Village Circle,Community_89,Building_290,Villa,5497,4.0,2021-12-17,Developer_13,Owner_9998,Vacant,7315424,23
8a9dcfb1-9d28-4ff3-893d-936808a12b69,Palm Jumeirah,Community_87,Building_76,Retail,15226,,2018-05-18,Developer_44,Owner_2531,Under Renovation,6916175,23
3876b7b8-8585-49e5-b956-53f692161916,Jumeirah Beach Residence,Community_53,Building_323,Townhouse,1096,2.0,2025-08-15,Developer_81,Owner_8895,Occupied,2148408,9
1e5cb25f-d930-4efe-a0c9-4e6474416ec7,Emirates Living,Community_68,Building_161,Building,19727,,2022-01-05,Developer_25,Owner_5127,Vacant,4980306,17
3379bf9b-7e44-4491-88ce-27a585eae73b,Studio City,Community_31,Building_301,Villa,7023,3.0,2016-04-05,Developer_75,Owner_5454,Under Renovation,1180518,5
a9133aaf-ed87-428d-975a-f35cdaf15db2,Arabian Ranches,Community_97,Building_115,Office,1032,,2025-09-19,Developer_95,Owner_9419,Occupied,7054404,17
4cae4ab8-f425-49d4-89f6-bfd48e4c7413,Downtown Dubai,Community_15,Building_427,Apartment,6752,4.0,2020-02-21,Developer_35,Owner_2229,Vacant,3743587,24
e60158b0-5b5f-416a-b469-2324473e8224,Jumeirah Lake Towers,Community_4,Building_25,Building,3169,,2021-08-01,Developer_77,Owner_1917,Under Renovation,5184988,7
6cfb1b65-9511-4815-826e-ca67751dc08b,DIFC,Community_78,Building_38,Plot,11531,,2025-03-07,Developer_68,Owner_7681,Vacant,9254480,11
0a8edea6-ef63-44ca-80e8-0e43a281b559,Discovery Gardens,Community_53,Building_322,Plot,5707,,2025-03-23,Developer_57,Owner_4612,Under Renovation,5194268,13
8d57f96c-b709-4e21-b734-cbfa7e90d6cf,Business Bay,Community_57,Building_227,Office,10224,,2021-05-29,Developer_30,Owner_1953,Under Renovation,8033390,9
24bfb5db-5586-47c6-9ea0-0a1079273775,Jumeirah Beach Residence,Community_53,Building_344,Building,5260,,2019-02-07,Developer_27,Owner_6645,Vacant,9819147,7
6690cc5d-0888-40b6-80dd-f08fadc8d031,Motor City,Community_81,Building_423,Plot,16536,,2021-06-24,Developer_16,Owner_3637,Under Renovation,1620619,13
265f9a43-2a2e-48fe-9f32-36de29a86e2e,Business Bay,Community_68,Building_346,Office,18482,,2022-11-04,Developer_18,Owner_4199,Vacant,3900178,19
930c3bd4-be32-4c13-a3c1-c52454e9cfd6,Dubai Hills Estate,Community_17,Building_489,Apartment,3073,3.0,2017-10-09,Developer_31,Owner_4319,Occupied,7232903,8
b6162e38-4b86-4b9d-a786-c46d751cc4ac,Discovery Gardens,Community_11,Building_238,Retail,1348,,2023-06-29,Developer_31,Owner_2665,Vacant,3241108,5
adb5ee99-250e-40ba-8143-7c8e4413f93f,Jumeirah Beach Residence,Community_29,Building_385,Apartment,3956,2.0,2016-07-15,Developer_75,Owner_6206,Vacant,8347168,20
a2048316-bbc5-42c8-a7b5-262b5764fe1d,Studio City,Community_45,Building_193,Retail,4973,,2023-08-28,Developer_37,Owner_8331,Vacant,9646750,14
a40d7576-903c-4010-9ee5-fe57f5844ce3,DIFC,Community_76,Building_26,Townhouse,6447,2.0,2016-02-04,Developer_84,Owner_6292,Vacant,2863089,17
da35a6d1-258c-4236-8085-f0215a164a3b,DIFC,Community_6,Building_499,Retail,4097,,2020-12-14,Developer_45,Owner_5665,Vacant,4467937,19
72ef390e-95dd-430e-84a9-8ec14a81f9cc,Emirates Living,Community_33,Building_426,Plot,4329,,2021-04-28,Developer_70,Owner_9752,Vacant,2878560,19
2c2e4fac-958f-4270-93f4-b73c618bf047,Motor City,Community_66,Building_88,Plot,7116,,2024-12-12,Developer_11,Owner_3645,Under Renovation,2048009,20
0e0a7147-e151-407b-b800-0c1ae576a687,Studio City,Community_24,Building_53,Building,7336,,2022-11-11,Developer_76,Owner_7879,Vacant,9662458,15
fc24600e-6a84-4fea-bfc0-5151ed79117d,Motor City,Community_94,Building_352,Building,15350,,2023-03-03,Developer_64,Owner_4795,Under Renovation,4577356,8
bf7c2840-a613-4d61-a22a-7cefb720336d,Sports City,Community_70,Building_349,Villa,3108,4.0,2025-06-18,Developer_53,Owner_4750,Under Renovation,8043762,5
35b97f75-9354-42e0-9e4b-c2206e054f41,Motor City,Community_90,Building_302,Building,18845,,2017-09-22,Developer_91,Owner_8023,Occupied,2496404,19
